Source_Database_Code,PatientID,PatientFirstName,PatientMiddleName,PatientLastName,PatientAddress,PatientAddress2,PatientCity,PatientState,PatientZip,PatientDOB,PatientPhone,PatientGender,ResponsiblePartyFirstName,ResponsiblePartyMiddleName,ResponsiblePartyLastName,ResponsiblePartyAddress,ResponsiblePartyAddress2,ResponsiblePartyCity,ResponsiblePartyState,ResponsiblePartyZip,ResponsiblePartyPhone,PatientSSN,PatientSuffix,PatientCellPhone,ResponsiblePartySSN,ResponsiblePartySuffix,ResponsiblePartyCellPhone,ResponsiblePartyDOB,Imagine_Propensity_to_Pay_Grade,Imagine_Propensity_to_Pay_Description,Bad_Address_Indicator,PatientRace,PatientEthnicity,patEmail,tbl_Refresh_Date,PatientPhone_norm,ResponsiblePartyPhone_norm,PatientCellPhone_norm,ResponsiblePartyCellPhone_norm,_phone_institutional_flag,_pk_composite
RADT,1000189,DOROTHY,G,ALLEN,8374 MAPLE BLVD,,AKRON,OH,44301,1995-06-10,(216)965-8184,F,DOROTHY,G,ALLEN,1669 HILL LN,,CLEVELAND,OH,44101,(614)375-7460,,,,,,,1955-08-19,D,,,White,,,2026-05-01,2169658184,6143757460,,,False,RADT:1000189
ACR,1000190,KIMBERLY,M,WALKER,7329 MAPLE PL,,CLEVELAND,OH,44101,1990-06-24,(419)740-0960,F,KIMBERLY,M,WALKER,3988 CHURCH WAY,,COLUMBUS,OH,43201,(614)699-4611,999-59-4559,,,999-59-4559,,,1990-06-24,,,,,,,2026-05-01,4197400960,6146994611,,,False,ACR:1000190
RADQ,1000194,SUSAN,H,MARTINEZ,4785 MAPLE AVE,,HENDERSON,NV,89002,1991-03-09,(775)897-8214,F,SUSAN,H,MARTINEZ,4760 OAK BLVD,,NORTH LAS VEGAS,NV,89030,(775)897-8214,999-14-9333,,,,,,1991-03-09,,,,,,,2026-05-01,7758978214,7758978214,,,False,RADQ:1000194
RADS,1000197,ELIZABETH,,ANDERSON,1071 SCHOOL WAY,,FRANKLIN,TN,37064,1998-12-10,(901)801-5998,F,ELIZABETH,,ANDERSON,2254 SPRING WAY,,MURFREESBORO,TN,37128,(901)419-5427,999-10-9977,,,999-10-9977,,,1998-12-10,D,,0.0,,,,2026-05-01,9018015998,9014195427,,,False,RADS:1000197
SMED,1000200,ANTHONY,N,ALLEN,242 OAK BLVD,,PLANO,TX,75023,1961-07-12,(210)845-9987,M,ANTHONY,N,ALLEN,686 SPRING DR,,FORT WORTH,TX,76101,(210)845-9987,,,,,,,1961-07-12,A,,1.0,,,,2026-05-01,2108459987,2108459987,,,False,SMED:1000200
CIRPA,1000202,MICHELLE,V,HALL,8103 SCHOOL ST,APT 146,FORT LAUDERDALE,FL,33301,1951-10-24,(813)926-5755,F,MICHELLE,V,HALL,3564 PINE CT,APT 83,MIAMI,FL,33101,(813)926-5755,999-18-4472,,,999-18-4472,,,1972-04-17,,,0.0,,,,2026-05-01,8139265755,8139265755,,,False,CIRPA:1000202
RADL,1000203,DONNA,B,ANDERSON,3321 OAK CIR,,MOUNT JULIET,TN,37122,1962-06-24,(901)661-8825,F,DONNA,B,ANDERSON,4696 ELM BLVD,APT 39,LEBANON,TN,37087,(423)203-1319,,,,,,,1962-06-24,,,,White,Not Hispanic,,2026-05-01,9016618825,4232031319,,,False,RADL:1000203
WRAD,1000207,DONALD,S,THOMAS,2973 AMANA PL,,CARSON CITY,NV,89701,2001-06-20,(725)622-6981,M,DONALD,S,THOMAS,6724 MAIN PL,,HENDERSON,NV,89002,(725)622-6981,999-85-3466,,,999-85-3466,,,1988-03-30,B,,0.0,White,,,2026-05-01,7256226981,7256226981,,,False,WRAD:1000207
RADR,1000209,DOROTHY,Z,WILSON,2750 PARK AVE,,NASHVILLE,TN,37201,2001-04-11,(615)486-8986,F,DOROTHY,Z,WILSON,1731 PARK WAY,,MOUNT JULIET,TN,37122,,,,,,,,2001-04-11,,,1.0,,,,2026-05-01,6154868986,6158369532,,,False,RADR:1000209
RADM,1000212,ROBERT,,MARTIN,1109 HILL LN,,PLANO,TX,75023,1972-01-14,(512)612-9689,M,ROBERT,,MARTIN,8518 ELM CIR,,PLANO,TX,75023,(214)466-6453,,,,,,,1959-03-15,,,0.0,Black or African American,,ROBERTMAR123@YAHOO.COM,2026-05-01,5126129689,2144666453,,,False,RADM:1000212
RADQ,1000215,NANCY,,RAMIREZ,9415 SCHOOL LN,,LAS VEGAS,NV,89101,2006-04-19,(702)447-7080,F,NANCY,,RAMIREZ,3361 OAK AVE,,HENDERSON,NV,89002,(702)447-7080,999-23-3728,,,999-23-3728,,,2006-04-19,A,,,,,NANCYRAM744@GMAIL.COM,2026-05-01,7024477080,7024477080,,,False,RADQ:1000215
RADD,1000219,SHIRLEY,,MARTIN,4910 ELM AVE,,MACON,GA,31201,1979-01-08,(912)465-5216,F,SHIRLEY,,MARTIN,4068 PINE RD,,ATHENS,GA,30601,(912)465-5216,999-66-9056,,,999-66-9056,,,1979-01-08,,,0.0,Asian,,,2026-05-01,9124655216,9124655216,,,False,RADD:1000219
RADE,1000223,LAURA,H,WRIGHT,8450 SUNSET CIR,,FORT LAUDERDALE,FL,33301,1986-08-01,(561)241-4494,F,LAURA,H,WRIGHT,6270 AMANA AVE,,ORLANDO,FL,32801,(561)241-4494,999-56-8881,,,,,,1986-08-01,,,,,,LAURAWRI806@OUTLOOK.COM,2026-05-01,5612414494,5612414494,,,False,RADE:1000223
RADB,1000225,THOMAS,S,WRIGHT,6509 MAIN CT,,SAN ANTONIO,TX,78201,1984-11-28,(512)500-7598,M,THOMAS,S,WRIGHT,6852 SUNSET CT,,HOUSTON,TX,77001,,999-34-5965,,,999-34-5965,,,1984-11-28,,,0.0,,,,2026-05-01,5125007598,,,,False,RADB:1000225
RADF,1000226,DONNA,N,FLORES,5017 ELM RD,,SPARKS,NV,89431,1990-09-22,(702)544-4209,F,DONNA,N,FLORES,3495 MAPLE LN,,CARSON CITY,NV,89701,(702)544-4209,999-38-6439,,,999-38-6439,,,2003-02-05,,,1.0,White,,,2026-05-01,7025444209,7025444209,,,False,RADF:1000226
RADF,1000227,PAUL,M,GREEN,9780 ELM AVE,,HENDERSON,NV,89002,1977-03-29,(725)848-1580,M,PAUL,M,GREEN,8231 SCHOOL DR,,HENDERSON,NV,89002,(725)719-7439,999-21-7066,,,999-21-7066,,,1977-03-29,B,,0.0,White,,,2026-05-01,7258481580,7257197439,,,False,RADF:1000227
RADU,1000228,BARBARA,,BROWN,9761 PINE DR,APT 19,TAMPA,FL,33601,1988-11-29,(407)232-4992,F,BARBARA,,BROWN,6654 LAKE WAY,,FORT LAUDERDALE,FL,33301,,999-94-2496,,,999-94-2496,,,1988-11-29,,,0.0,,,BARBARABRO339@HOTMAIL.COM,2026-05-01,4072324992,,,,False,RADU:1000228
RADB,1000232,ROBERT,L,JACKSON,2876 HILL BLVD,,AUSTIN,TX,78701,1984-06-26,(512)607-1708,M,ROBERT,L,JACKSON,2033 CHURCH ST,,AUSTIN,TX,78701,,999-98-5257,,,999-54-1025,,,1984-06-26,C,,,,,ROBERTJAC653@GMAIL.COM,2026-05-01,5126071708,5126071708,,,False,RADB:1000232
RADY,1000233,CHARLES,,RICE,7402 HILL BLVD,,AKRON,OH,44301,2001-11-09,,M,CHARLES,,RICE,3868 AMANA CT,,DAYTON,OH,45401,,999-60-1659,,,999-60-1659,,,2001-11-09,,,0.0,Black or African American,,CHARLESRIC654@YAHOO.COM,2026-05-01,,,,,False,RADY:1000233
RADX,1000234,SANDRA,H,ALLEN,5084 LAKE CIR,,PLANO,TX,75023,1994-10-21,,F,SANDRA,H,ALLEN,8119 OAK RD,,FORT WORTH,TX,76101,,999-14-3962,,,999-14-3962,,,1994-10-21,E,Low,1.0,,,SANDRAALL122@AOL.COM,2026-05-01,,,,,False,RADX:1000234
SMED,1000235,BARBARA,W,LEE,6569 MAPLE DR,,SAN ANTONIO,TX,78201,1974-05-10,(972)908-7795,F,BARBARA,W,LEE,592 RIVER BLVD,APT 179,DALLAS,TX,75201,(972)963-7209,999-67-3881,,,,,,1974-05-10,,,0.0,,,,2026-05-01,9729087795,9729637209,,,False,SMED:1000235
RADD,1000238,DOROTHY,W,JOHNSON,4831 MAIN PL,,MACON,GA,31201,1983-10-27,(678)961-4922,F,DOROTHY,W,JOHNSON,2139 CEDAR LN,APT 214,,GA,30601,(478)322-4863,999-17-4865,,,999-17-4865,,,1983-10-27,E,Low,0.0,Hispanic,,,2026-05-01,6789614922,4783224863,,,False,RADD:1000238
RADJ,1000240,RONALD,,GONZALEZ,2170 SCHOOL AVE,,TAMPA,FL,33601,1979-06-05,(305)910-5663,M,RONALD,,GONZALEZ,7666 MAPLE RD,,FORT LAUDERDALE,FL,33301,(813)299-6653,,,,,,,1979-06-05,D,,0.0,White,,,2026-05-01,3059105663,8132996653,,,False,RADJ:1000240
RADH,1000244,JOSEPH,R,CAMPBELL,9389 MAIN PL,,AUSTIN,TX,78701,1983-07-29,(512)951-4206,M,JOSEPH,R,CAMPBELL,7222 SPRING BLVD,,HOUSTON,TX,77001,,999-40-8360,,,999-40-8360,,,1983-07-29,,,0.0,,,,2026-05-01,5129514206,5129514206,,,False,RADH:1000244
RADR,1000248,SARAH,N,GONZALEZ,5743 SPRING AVE,APT 401,MOUNT JULIET,TN,37122,2002-01-20,(615)639-9607,F,SARAH,N,GONZALEZ,6295 MAIN LN,APT 190,MOUNT JULIET,TN,37122,(615)639-9607,999-82-6705,,,999-82-6705,,,2002-01-20,F,,0.0,,,,2026-05-01,6156399607,6156399607,,,False,RADR:1000248
RADZ,1000251,ANTHONY,,WALKER,7045 CEDAR DR,,ST PETE,FL,33701,1978-11-24,(305)340-4580,M,ANTHONY,,WALKER,2334 SCHOOL BLVD,,ORLANDO,FL,32801,(305)340-4580,999-38-4187,,,999-71-9420,,,1978-11-24,,,,,,,2026-05-01,3053404580,3053404580,,,False,RADZ:1000251
RADA,1000254,KAREN,P,RIVERA,796 ELM DR,,MURFREESBORO,TN,37128,1980-08-12,(615)624-4796,F,KAREN,P,RIVERA,3613 PINE CT,,NASHVILLE,TN,37201,,,,,999-92-8810,,,1999-08-08,F,Very Low,,,Not Hispanic,,2026-05-01,6156244796,,,,False,RADA:1000254
RASFA,1000258,ANGELA,,JACKSON,3720 CHURCH CIR,,PLANO,TX,75023,1957-12-22,(210)293-4237,F,ANGELA,,JACKSON,2256 SPRING DR,,SAN ANTONIO,TX,78201,(210)293-4237,999-90-9062,,,999-90-9062,,,1957-12-22,B,High,0.0,,,ANGELAJAC261@OUTLOOK.COM,2026-05-01,2102934237,2102934237,,,False,RASFA:1000258
PMR,1000259,MARGARET,W,ROBINSON,4850 HILL PL,,NASHVILLE,TN,37201,1991-09-01,(931)682-3398,F,MARGARET,W,ROBINSON,3691 MAPLE RD,,KNOXVILLE,TN,,(931)682-3398,,,(615)331-8469,,,,1991-09-01,,,,,,,2026-05-01,9316823398,9316823398,6153318469,,False,PMR:1000259
RADZ,1000263,LAURA,P,ADAMS,6061 SUNSET RD,,JACKSONVILLE,FL,32099,1977-12-06,(813)506-0959,F,LAURA,P,ADAMS,3236 HILL WAY,,JACKSONVILLE,FL,32099,(561)989-6935,999-18-5942,,,999-20-1131,,,1977-12-06,F,,,White,,,2026-05-01,8135060959,5619896935,,,False,RADZ:1000263
RADE,1000266,GEORGE,F,ADAMS,892 SUNSET PL,APT 54,MIAMI,FL,33101,2002-07-23,(904)982-6730,M,GEORGE,F,ADAMS,5737 SPRING CIR,,ORLANDO,FL,32801,(813)300-4622,,,(305)260-6861,999-82-5167,,,1953-02-03,,,,Hispanic,,GEORGEADA686@OUTLOOK.COM,2026-05-01,9049826730,8133004622,3052606861,,False,RADE:1000266
WRAD,1000270,PAUL,B,SCOTT,4194 SUNSET PL,,LAS VEGAS,NV,89101,1998-01-24,(775)971-4469,M,PAUL,B,SCOTT,5246 PARK LN,APT 105,CARSON CITY,NV,89701,(725)674-1958,999-68-4903,,,999-68-4903,,,1988-07-29,B,,0.0,White,,,2026-05-01,7759714469,7256741958,,,False,WRAD:1000270
CRC,1000273,CHARLES,,MARTIN,6253 PINE LN,,TOLEDO,OH,43601,1974-05-22,(419)769-2024,M,CHARLES,,MARTIN,9987 MAPLE BLVD,,DAYTON,OH,45401,(216)617-4108,,,,,,,1974-05-22,,,,White,,,2026-05-01,4197692024,2166174108,,,False,CRC:1000273
PXP,1000274,SUSAN,B,TAYLOR,949 OAK LN,,MIAMI,FL,33101,1974-03-20,(561)921-3447,F,SUSAN,B,TAYLOR,2095 SUNSET BLVD,,JACKSONVILLE,FL,32099,(561)921-3447,999-23-5413,,,999-23-5413,,,1944-01-19,F,Very Low,0.0,White,,,2026-05-01,5619213447,5619213447,,,False,PXP:1000274
NRAA,1000277,SARAH,P,TORRES,4865 SCHOOL CT,,MOUNT JULIET,TN,37122,1942-10-26,(901)765-5032,F,SARAH,P,TORRES,3328 CEDAR ST,,NASHVILLE,TN,37201,(931)482-6375,,,,,,,1999-03-25,,,0.0,White,,,2026-05-01,9017655032,9314826375,,,False,NRAA:1000277
PXP,1000281,SUSAN,,NELSON,1545 SUNSET BLVD,,ORLANDO,FL,32801,1959-11-09,(904)371-4399,F,SUSAN,,NELSON,6971 CHURCH CIR,,ST PETE,FL,33701,(904)371-4399,999-42-4356,,,999-94-5951,,,1959-11-09,C,Medium-High,0.0,White,,SUSANNEL483@OUTLOOK.COM,2026-05-01,9043714399,9043714399,,,False,PXP:1000281
RADU,1000284,BARBARA,J,RAMIREZ,9624 ELM PL,,ORLANDO,FL,32801,2003-05-20,(407)689-4950,F,BARBARA,J,RAMIREZ,6018 OAK PL,,ORLANDO,FL,32801,(407)689-4950,,,,,,,1962-10-25,,,0.0,White,,BARBARARAM852@HOTMAIL.COM,2026-05-01,4076894950,4076894950,,,False,RADU:1000284
RADU,1000288,JESSICA,H,MOORE,9280 MAPLE LN,,ST PETE,FL,33701,1956-09-30,(813)975-5421,F,JESSICA,H,MOORE,4877 AMANA AVE,,JACKSONVILLE,FL,32099,(813)975-5421,,,,,,,1956-09-30,,,0.0,,,,2026-05-01,8139755421,8139755421,,,False,RADU:1000288
ACRB,1000290,RICHARD,,WHITE,3358 CHURCH AVE,,DAYTON,OH,45401,1962-04-23,(937)604-2855,M,RICHARD,,WHITE,1177 SCHOOL LN,,DAYTON,OH,45401,(937)379-4558,999-67-3981,,,999-67-3981,,,1989-12-05,,,0.0,,,,2026-05-01,9376042855,9373794558,,,False,ACRB:1000290
RADN,1000292,SARAH,C,HALL,7814 MAIN WAY,,COLUMBUS,OH,43201,1988-03-01,(216)289-0658,F,SARAH,C,HALL,6917 HILL WAY,,TOLEDO,OH,43601,(216)289-0658,999-62-8277,,,999-62-8277,,,1988-03-01,,,0.0,,,,2026-05-01,2162890658,2162890658,,,False,RADN:1000292
RADM,1000294,JESSICA,A,JONES,4133 HILL AVE,,DALLAS,TX,75201,1987-03-06,(210)571-3999,F,JESSICA,A,JONES,4425 OAK DR,APT 139,DALLAS,TX,75201,(210)571-3999,999-91-2061,,,999-91-2061,,,1987-03-06,,,0.0,,,JESSICAJON76@OUTLOOK.COM,2026-05-01,2105713999,2105713999,,,False,RADM:1000294
RADG,1000298,KIMBERLY,C,JONES,8270 LAKE RD,,FRANKLIN,TN,37064,1971-08-06,(615)934-9708,F,KIMBERLY,C,JONES,7970 CHURCH DR,,LEBANON,TN,37087,(615)934-9708,,,,,,,1971-08-06,,,0.0,,,KIMBERLYJON559@YAHOO.COM,2026-05-01,6159349708,6159349708,,,False,RADG:1000298
RADX,1000301,SHIRLEY,C,RICE,2918 SUNSET ST,,AUSTIN,TX,78701,1998-01-17,(817)511-8132,F,SHIRLEY,C,RICE,6179 SPRING CIR,APT 350,PLANO,TX,75023,(817)511-8132,,,,,,,,F,Very Low,1.0,,,,2026-05-01,8175118132,8175118132,,,False,RADX:1000301
CRC,1000302,ANGELA,,PEREZ,6948 SPRING RD,APT 466,TOLEDO,OH,43601,2002-12-26,,F,ANGELA,,PEREZ,1524 CEDAR LN,APT 120,AKRON,OH,44301,,,,,999-13-4877,,,2002-12-26,C,,,,,,2026-05-01,,,,,False,CRC:1000302
RADQ,1000306,CAROL,E,WILLIAMS,3678 PARK CIR,APT 408,CARSON CITY,NV,89701,1943-04-01,(775)597-2858,F,CAROL,E,WILLIAMS,571 PARK BLVD,,CARSON CITY,NV,89701,(725)488-2149,999-54-2177,,,999-55-5368,,,1943-04-01,F,,,Black or African American,,,2026-05-01,7755972858,7254882149,,,False,RADQ:1000306
GSIA,1000310,JOHN,D,FLORES,627 MAIN WAY,,FORT WORTH,TX,76101,1942-12-27,(817)701-1917,M,JOHN,D,FLORES,3994 MAIN AVE,,SAN ANTONIO,TX,78201,(713)432-8949,,,,,,,1956-08-01,C,Medium-High,0.0,White,Not Hispanic,,2026-05-01,8177011917,7134328949,,,False,GSIA:1000310
TRI,1000314,BRIAN,,HERNANDEZ,1554 CHURCH BLVD,APT 397,,TN,37201,1942-02-07,(931)414-3229,M,BRIAN,,HERNANDEZ,9351 AMANA LN,,KNOXVILLE,TN,37902,(931)414-3229,999-51-9402,,,999-51-9402,,,1942-02-07,B,,,,,,2026-05-01,9314143229,9314143229,,,False,TRI:1000314
RADX,1000316,ELIZABETH,,ADAMS,1113 OAK RD,,SAN ANTONIO,TX,78201,1998-05-15,(713)672-0024,F,ELIZABETH,,ADAMS,5997 AMANA CT,,FORT WORTH,TX,76101,(512)876-5805,999-82-9827,,,999-82-2280,,,1998-05-15,,,0.0,,,,2026-05-01,7136720024,5128765805,,,False,RADX:1000316
RADA,1000317,KAREN,J,ROBERTS,961 MAIN CIR,,LEBANON,TN,37087,1997-06-12,(931)731-4398,F,KAREN,J,ROBERTS,506 CEDAR CT,APT 339,LEBANON,TN,37087,(931)731-4398,999-12-7157,,,999-12-7157,,,1997-06-12,A,Very High,0.0,,,,2026-05-01,9317314398,9317314398,,,False,RADA:1000317
RADF,1000318,CHARLES,,WILLIAMS,8149 SPRING DR,,SPARKS,NV,89431,2003-11-09,(725)791-6280,M,CHARLES,,WILLIAMS,5120 MAIN CT,,NORTH LAS VEGAS,NV,89030,,,,,,,,2003-11-09,A,Very High,,White,,,2026-05-01,7257916280,7027734879,,,False,RADF:1000318
RADP,1000322,JOSE,Z,SMITH,2860 CHURCH WAY,,MACON,GA,31201,2003-05-08,(706)986-1468,M,JOSE,Z,SMITH,4868 PINE AVE,,AUGUSTA,GA,30901,(678)904-5874,999-80-3240,,,999-80-3240,,,2003-05-08,,,0.0,,,,2026-05-01,7069861468,6789045874,,,False,RADP:1000322
RADY,1000326,MATTHEW,D,CLARK,1017 LAKE CIR,,DAYTON,OH,45401,1962-05-09,(419)974-5004,M,MATTHEW,D,CLARK,1057 OAK PL,,AKRON,OH,44301,(330)990-5333,,,,,,,1962-05-09,D,,0.0,White,,,2026-05-01,4199745004,3309905333,,,False,RADY:1000326
RADX,1000327,DANIEL,,RODRIGUEZ,9367 SCHOOL CIR,,PLANO,TX,75023,1954-01-27,(972)899-5535,M,DANIEL,,RODRIGUEZ,2742 MAIN CIR,,HOUSTON,TX,77001,(972)899-5535,,,,,,,1954-01-27,A,,0.0,,,DANIELROD935@AOL.COM,2026-05-01,9728995535,9728995535,,,False,RADX:1000327
RADK,1000329,MARIA,C,ROBINSON,5038 RIVER RD,,AUGUSTA,GA,30901,1973-05-16,,F,MARIA,C,ROBINSON,8109 CEDAR CT,,AUGUSTA,GA,30901,,999-58-2823,,,999-58-2823,,,1991-03-11,B,,,White,,,2026-05-01,,,,,False,RADK:1000329
RADF,1000332,JESSICA,B,LEE,8103 RIVER BLVD,,NORTH LAS VEGAS,NV,89030,1968-10-08,(725)959-2076,F,JESSICA,B,LEE,5621 HILL CIR,,CARSON CITY,NV,89701,(702)524-1412,,,,999-35-6988,,,1968-10-08,,,0.0,,Not Hispanic,JESSICALEE788@YAHOO.COM,2026-05-01,7259592076,7025241412,,,False,RADF:1000332
GSIA,1000335,WILLIAM,T,WILLIAMS,1836 AMANA DR,,PLANO,TX,75023,1973-06-27,(214)694-6303,M,WILLIAM,T,WILLIAMS,2047 RIVER PL,,AUSTIN,TX,78701,(214)694-6303,999-59-2879,,,999-59-2879,,,1973-06-27,,,,,,WILLIAMWIL805@OUTLOOK.COM,2026-05-01,2146946303,2146946303,,,False,GSIA:1000335
SAPA,1000336,TIMOTHY,M,CARTER,2095 CEDAR ST,,SAN ANTONIO,TX,78201,1989-08-02,(214)518-8957,M,TIMOTHY,M,CARTER,6950 MAPLE RD,,PLANO,TX,75023,,999-50-1093,,,999-50-1093,,,1942-01-29,D,Medium,,White,Hispanic or Latino,,2026-05-01,2145188957,2145188957,,,False,SAPA:1000336
RADJ,1000339,MARGARET,T,MARTINEZ,,,MIAMI,FL,33101,1979-01-12,(407)704-0887,F,MARGARET,T,MARTINEZ,4370 ELM RD,,ORLANDO,FL,32801,(407)704-0887,999-52-5094,,,999-52-5094,,,1943-03-10,,,0.0,White,,,2026-05-01,4077040887,4077040887,,,False,RADJ:1000339
IAI,1000341,GEORGE,,FLORES,5580 AMANA DR,,HOUSTON,TX,77001,2005-04-05,(817)693-9512,M,GEORGE,,FLORES,7043 ELM BLVD,,AUSTIN,TX,78701,(817)211-7455,999-44-7171,,,999-38-5908,,,2005-04-05,C,Medium-High,0.0,,,,2026-05-01,8176939512,8172117455,,,False,IAI:1000341
ACR,1000342,JENNIFER,,GONZALEZ,6539 AMANA CIR,,AKRON,OH,44301,1977-03-03,(419)369-0532,F,JENNIFER,,GONZALEZ,771 SPRING RD,,COLUMBUS,OH,43201,(419)369-0532,,,,,,,1977-03-03,,,,Asian,,JENNIFERGON947@OUTLOOK.COM,2026-05-01,4193690532,4193690532,,,False,ACR:1000342
RADJ,1000344,SUSAN,R,HALL,6508 LAKE BLVD,,TAMPA,FL,33601,1948-07-09,,F,SUSAN,R,HALL,3175 PARK AVE,,TAMPA,FL,33601,(904)662-5117,,,,,,,1942-07-09,C,Medium-High,0.0,,,,2026-05-01,,9046625117,,,False,RADJ:1000344
RADB,1000346,DANIEL,D,ADAMS,6414 AMANA AVE,,HOUSTON,TX,77001,1968-10-13,(214)258-0885,M,DANIEL,D,ADAMS,3637 PINE CIR,,SAN ANTONIO,TX,78201,(214)258-0885,999-64-4071,,,999-10-3165,,,1990-08-18,,,0.0,,Not Hispanic,DANIELADA116@YAHOO.COM,2026-05-01,2142580885,2142580885,,,False,RADB:1000346
RADY,1000348,RUTH,P,THOMPSON,4092 SCHOOL CIR,,CLEVELAND,OH,44101,1991-12-17,(937)317-0019,F,RUTH,P,THOMPSON,4268 PINE BLVD,,COLUMBUS,OH,43201,(419)629-4997,,,,,,,1991-12-17,,,,,,RUTHTHO186@GMAIL.COM,2026-05-01,9373170019,4196294997,,,False,RADY:1000348
RADF,1000349,BRIAN,L,ADAMS,6203 MAIN WAY,,NORTH LAS VEGAS,NV,89030,1986-05-25,(725)670-6513,M,BRIAN,L,ADAMS,2569 MAIN LN,,CARSON CITY,NV,89701,,,,,999-46-8477,,,1986-05-25,B,,0.0,White,,BRIANADA20@AOL.COM,2026-05-01,7256706513,7256706513,,,False,RADF:1000349
RADF,1000350,RICHARD,,DAVIS,1219 HILL RD,,SPARKS,NV,89431,1943-09-30,(725)684-2032,M,RICHARD,,DAVIS,1354 OAK CT,,RENO,NV,89501,(725)395-6356,999-18-9736,,,,,,1943-09-30,,,1.0,,,,2026-05-01,7256842032,7253956356,,,False,RADF:1000350
RADJ,1000353,SUSAN,R,SANCHEZ,1711 SUNSET ST,,ST PETE,FL,33701,1944-12-18,(305)311-5614,F,SUSAN,R,SANCHEZ,3391 MAIN LN,,MIAMI,FL,33101,(305)311-5614,,,,,,,1978-09-11,,,0.0,,,,2026-05-01,3053115614,3053115614,,,False,RADJ:1000353
RADK,1000354,SHARON,,MARTINEZ,9291 SCHOOL LN,,MACON,GA,31201,1957-10-17,,F,SHARON,,MARTINEZ,6087 OAK LN,,MACON,GA,31201,(678)819-6344,999-40-2805,,,999-40-2805,,,1990-08-14,C,Medium-High,0.0,,,,2026-05-01,,6788196344,,,False,RADK:1000354
RADB,1000355,JOSE,D,JACKSON,485 SPRING CT,,HOUSTON,TX,77001,2005-10-10,(512)513-2670,M,JOSE,D,JACKSON,2790 PARK WAY,,DALLAS,TX,75201,(512)513-2670,999-67-2499,,,,,,1941-10-22,A,,1.0,,,JOSEJAC169@GMAIL.COM,2026-05-01,5125132670,5125132670,,,False,RADB:1000355
GRH,1000359,PAUL,H,ALLEN,9336 SUNSET LN,,AUGUSTA,GA,30901,1959-10-07,(706)538-9842,M,PAUL,H,ALLEN,3364 MAPLE BLVD,,COLUMBUS,GA,31901,(706)538-9842,999-36-8244,,,,,,1959-10-07,B,,0.0,,,,2026-05-01,7065389842,7065389842,,,False,GRH:1000359
RADR,1000361,PATRICIA,M,JACKSON,6240 LAKE RD,,MOUNT JULIET,TN,37122,1949-03-23,(423)901-3126,F,PATRICIA,M,JACKSON,4913 SPRING ST,,FRANKLIN,TN,37064,(423)901-3126,,,,,,,1955-08-12,B,,0.0,,,,2026-05-01,4239013126,4239013126,,,False,RADR:1000361
RADB,1000362,MARY,K,THOMPSON,2001 OAK DR,,AUSTIN,TX,78701,1951-07-31,(972)985-0559,F,MARY,K,THOMPSON,4390 HILL CIR,,FORT WORTH,TX,76101,(210)773-1620,999-73-8348,,,999-73-8348,,,1951-07-31,B,High,,,,,2026-05-01,9729850559,2107731620,,,False,RADB:1000362
MRB,1000365,EDWARD,,MITCHELL,5174 HILL RD,,MURFREESBORO,TN,37128,1958-01-22,(865)879-8093,M,EDWARD,,MITCHELL,9070 PARK BLVD,,NASHVILLE,TN,37201,(865)879-8093,999-25-4867,,,999-25-4867,,,1973-06-25,,,1.0,Asian,,EDWARDMIT221@GMAIL.COM,2026-05-01,8658798093,8658798093,,,False,MRB:1000365
RADX,1000366,JASON,,SANCHEZ,1014 PARK DR,,AUSTIN,TX,78701,1953-01-15,(972)515-2937,M,JASON,,SANCHEZ,767 AMANA CT,,PLANO,TX,75023,(972)473-6401,,,,,,,1953-01-15,B,,1.0,White,,JASONSAN422@HOTMAIL.COM,2026-05-01,9725152937,9724736401,,,False,RADX:1000366
GRH,1000367,ANGELA,J,MITCHELL,6127 MAPLE RD,APT 184,AUGUSTA,GA,30901,1998-01-22,(478)571-4611,F,ANGELA,J,MITCHELL,,,AUGUSTA,GA,30901,(404)566-6583,999-45-7842,,,,,,1998-01-22,D,Medium,1.0,,Not Hispanic,ANGELAMIT404@AOL.COM,2026-05-01,4785714611,4045666583,,,False,GRH:1000367
RASFA,1000369,CHRISTOPHER,S,GREEN,3667 CHURCH PL,,SAN ANTONIO,TX,78201,1949-04-24,(972)253-7442,M,CHRISTOPHER,S,GREEN,9123 PINE LN,,SAN ANTONIO,TX,,(972)253-7442,999-37-8626,,,999-11-2583,,,1957-07-10,A,Very High,0.0,Hispanic,,,2026-05-01,9722537442,9722537442,,,False,RASFA:1000369
RADR,1000372,LISA,K,WILSON,1296 HILL DR,,FRANKLIN,TN,37064,1957-06-10,(931)223-8580,F,LISA,K,WILSON,6285 PARK RD,APT 428,FRANKLIN,TN,37064,(931)223-8580,999-76-3303,,,999-76-3303,,,1957-06-10,,,1.0,White,,LISAWIL204@GMAIL.COM,2026-05-01,9312238580,9312238580,,,False,RADR:1000372
RADJ,1000373,RUTH,P,WALKER,7798 MAPLE AVE,,ORLANDO,FL,32801,1958-08-06,(904)293-3845,F,RUTH,P,WALKER,4695 LAKE CT,,TAMPA,FL,33601,(904)293-3845,,,,,,,1958-08-06,,,0.0,White,,RUTHWAL77@HOTMAIL.COM,2026-05-01,9042933845,9042933845,,,False,RADJ:1000373
